BG Word;RU word;BG Google Count;RU Google Count
цвят;цветок;853000;2320000
цел;цель;1190000;5520000
целебен;целебный;1530;424000
целесъобразност;целесообразность;32300;1340000
целият;весь;569000;9950000
целувка;безе;129000;121000
цена;стоимость;1580000;5350000
цена;цена;1580000;3890000
ценен;ценный;118000;1310000
ценност;ценность;71200;2150000
централен;центральный;350000;2530000
централизиран;централизованный;19000;1100000
център;центр;1300000;6700000
цигара;сигарета;90800;1190000
цикъл;цикл;249000;2220000
цимент;цемент;49100;1240000
цистерна;цистерна;13700;879000
цитат;цитата;1200000;2340000
цифра;цифра;74700;2310000
цифрен;цифровой;566;2300000
цифров;цифровой;258000;2300000
църква;церковь;702000;2020000
цъфтя;цвести;5450;267000
цял;весь;970000;9950000
цял;целый;970000;2240000
чадър;зонт;56000;1250000
чак;едва;806000;1710000
чак;только;806000;9660000
чакалня;прихожая;696;1370000
чакам;ждать;317000;1950000
чакам;ожидать;317000;1530000
чанта;портфель;139000;1550000
чанта;сумка;139000;2110000
чаршаф;простыня;18500;1110000
част;деталь;1590000;2150000
част;доля;1590000;1880000
чаша;бокал;359000;1700000
чаша;кружка;359000;1530000
че;что;2430000;12500000
червен;красный;748000;2480000
черга;коврик;36300;1480000
черен;черный;1170000;2270000
черква;церковь;185000;2020000
черпя;угощать;30000;257000
черупка;шелуха;25000;599000
четворно;вчетверо;577;356000
четирима;вчетвером;207000;443000
четка;щетка;75900;1320000
чешма;кран;59000;1480000
чинийка;блюдце;989;657000
чиния;тарелка;70500;1340000
чист;свежий;683000;1960000
чист;чистый;683000;1840000
чистачка;горничная;22600;751000
чистачка;уборщица;22600;899000
чифт;пара;53600;2630000
чичо;дядя;165000;1510000
чревен;кишечный;2760;1230000
чувал;мешок;214000;1440000
чувам;слышать;127000;1420000
чужбина;заграница;1130000;1250000
чужд;иностранный;376000;1620000
чужденец;иностранец;107000;1420000
чуждестранен;заграничный;67800;744000
чуждестранен;зарубежный;67800;1350000
чуждестранен;иностранный;67800;1620000
чук;молоток;64400;1420000
чукам;стучать;22500;865000
чукче;молоток;882;1420000
чупя;бить;917;1480000
чупя;ломать;917;1320000
чушка;перец;25700;1750000
чуя;услыхать;173000;60500
чуя;услышать;173000;1590000
шаблон;шаблон;388000;1750000
шалче;шарф;9930;1260000
шампоан;шампунь;30500;1160000
шамфъстък;фисташка;255;148000
шанс;шанс;564000;2310000
шапка;шапка;147000;1330000
шарф;шарф;570;1260000
шега;шалость;139000;710000
шега;шутка;139000;1970000
шеговит;шутливый;10100;174000
шегувам;шутить;37200;1100000
шепа;горсть;61300;690000
шеф;шеф;363000;1340000
шиен;шейный;2220;469000
шизофрения;шизофрения;27900;953000
шик;шик;29800;922000
